レースNo,結果,race_id,日付,venue,軸,決着,決着オッズ,買い目順位,組み合わせ,EV,配分(円),的中フラグ,回収(円),総投資(円),純益(円),カオス,鬼脚,top_ev
19,外れ,3120260204010012,2026-02-04,松戸,5,4-5-7,4690,13,5-1-3,0,100,0,0,2200,,FALSE,TRUE,79.6
19,外れ,3120260204010012,2026-02-04,松戸,5,4-5-7,4690,14,5-4-1,0,100,0,0,2200,,FALSE,TRUE,79.6
20,的中,2720260203030005,2026-02-05,京王閣,1,1-5-4,1310,1,1-4-3,7.9865,1000,0,0,2500,-1190,FALSE,FALSE,74.6
20,的中,2720260203030005,2026-02-05,京王閣,1,1-5-4,1310,2,1-4-5,3.3302,300,0,0,2500,,FALSE,FALSE,74.6
20,的中,2720260203030005,2026-02-05,京王閣,1,1-5-4,1310,3,1-3-4,1.2819,100,0,0,2500,,FALSE,FALSE,74.6
20,的中,2720260203030005,2026-02-05,京王閣,1,1-5-4,1310,4,1-5-4,0.1803,100,1,1310,2500,,FALSE,FALSE,74.6
20,的中,2720260203030005,2026-02-05,京王閣,1,1-5-4,1310,5,1-6-5,0.4702,100,0,0,2500,,FALSE,FALSE,74.6
20,的中,2720260203030005,2026-02-05,京王閣,1,1-5-4,1310,6,1-5-6,0.1165,100,0,0,2500,,FALSE,FALSE,74.6
20,的中,2720260203030005,2026-02-05,京王閣,1,1-5-4,1310,7,1-7-3,0.1198,100,0,0,2500,,FALSE,FALSE,74.6
20,的中,2720260203030005,2026-02-05,京王閣,1,1-5-4,1310,8,1-7-5,0.0605,100,0,0,2500,,FALSE,FALSE,74.6
20,的中,2720260203030005,2026-02-05,京王閣,1,1-5-4,1310,9,1-3-7,0.0747,100,0,0,2500,,FALSE,FALSE,74.6
20,的中,2720260203030005,2026-02-05,京王閣,1,1-5-4,1310,10,1-5-7,0.0206,100,0,0,2500,,FALSE,FALSE,74.6
20,的中,2720260203030005,2026-02-05,京王閣,1,1-5-4,1310,11,1-2-5,0.0748,100,0,0,2500,,FALSE,FALSE,74.6
20,的中,2720260203030005,2026-02-05,京王閣,1,1-5-4,1310,12,1-5-2,0.0155,100,0,0,2500,,FALSE,FALSE,74.6
20,的中,2720260203030005,2026-02-05,京王閣,1,1-5-4,1310,13,1-3-5,0.0129,100,0,0,2500,,FALSE,FALSE,74.6
20,的中,2720260203030005,2026-02-05,京王閣,1,1-5-4,1310,14,1-5-3,0.0038,100,0,0,2500,,FALSE,FALSE,74.6
21,外れ,2720260203030007,2026-02-05,京王閣,5,4-2-1,8110,1,5-1-2,2.9313,200,0,0,2400,-2400,FALSE,FALSE,79.2
21,外れ,2720260203030007,2026-02-05,京王閣,5,4-2-1,8110,2,5-1-4,8.3538,900,0,0,2400,,FALSE,FALSE,79.2
21,外れ,2720260203030007,2026-02-05,京王閣,5,4-2-1,8110,3,5-2-1,1.0495,100,0,0,2400,,FALSE,FALSE,79.2
21,外れ,2720260203030007,2026-02-05,京王閣,5,4-2-1,8110,4,5-4-1,3.1613,200,0,0,2400,,FALSE,FALSE,79.2
21,外れ,2720260203030007,2026-02-05,京王閣,5,4-2-1,8110,5,5-1-7,1.8661,100,0,0,2400,,FALSE,FALSE,79.2
21,外れ,2720260203030007,2026-02-05,京王閣,5,4-2-1,8110,6,5-1-3,1.198,100,0,0,2400,,FALSE,FALSE,79.2
21,外れ,2720260203030007,2026-02-05,京王閣,5,4-2-1,8110,7,5-7-1,1.3966,100,0,0,2400,,FALSE,FALSE,79.2
21,外れ,2720260203030007,2026-02-05,京王閣,5,4-2-1,8110,8,5-2-4,0.066,100,0,0,2400,,FALSE,FALSE,79.2
21,外れ,2720260203030007,2026-02-05,京王閣,5,4-2-1,8110,9,5-4-2,0.1348,100,0,0,2400,,FALSE,FALSE,79.2
21,外れ,2720260203030007,2026-02-05,京王閣,5,4-2-1,8110,10,5-2-7,0.0147,100,0,0,2400,,FALSE,FALSE,79.2
21,外れ,2720260203030007,2026-02-05,京王閣,5,4-2-1,8110,11,5-4-7,0.0538,100,0,0,2400,,FALSE,FALSE,79.2
21,外れ,2720260203030007,2026-02-05,京王閣,5,4-2-1,8110,12,5-1-6,0.0837,100,0,0,2400,,FALSE,FALSE,79.2
21,外れ,2720260203030007,2026-02-05,京王閣,5,4-2-1,8110,13,5-7-2,0.0645,100,0,0,2400,,FALSE,FALSE,79.2
21,外れ,2720260203030007,2026-02-05,京王閣,5,4-2-1,8110,14,5-2-3,0.0268,100,0,0,2400,,FALSE,FALSE,79.2
22,外れ,2720260203030008,2026-02-05,京王閣,5,7-1-2,6670,1,5-7-2,0.0657,700,0,0,1900,-1900,FALSE,TRUE,75.4
22,外れ,2720260203030008,2026-02-05,京王閣,5,7-1-2,6670,2,5-2-7,0.0302,100,0,0,1900,,FALSE,TRUE,75.4
22,外れ,2720260203030008,2026-02-05,京王閣,5,7-1-2,6670,3,5-7-3,0.0368,200,0,0,1900,,FALSE,TRUE,75.4
22,外れ,2720260203030008,2026-02-05,京王閣,5,7-1-2,6670,4,5-2-3,0.0133,100,0,0,1900,,FALSE,TRUE,75.4
22,外れ,2720260203030008,2026-02-05,京王閣,5,7-1-2,6670,5,5-3-7,0.0208,100,0,0,1900,,FALSE,TRUE,75.4
22,外れ,2720260203030008,2026-02-05,京王閣,5,7-1-2,6670,6,5-3-2,0.0184,100,0,0,1900,,FALSE,TRUE,75.4
22,外れ,2720260203030008,2026-02-05,京王閣,5,7-1-2,6670,7,5-7-1,0.0011,100,0,0,1900,,FALSE,TRUE,75.4
22,外れ,2720260203030008,2026-02-05,京王閣,5,7-1-2,6670,8,5-2-1,0.0002,100,0,0,1900,,FALSE,TRUE,75.4
22,外れ,2720260203030008,2026-02-05,京王閣,5,7-1-2,6670,9,5-1-7,0.0004,100,0,0,1900,,FALSE,TRUE,75.4
22,外れ,2720260203030008,2026-02-05,京王閣,5,7-1-2,6670,10,5-1-2,0.0001,100,0,0,1900,,FALSE,TRUE,75.4
22,外れ,2720260203030008,2026-02-05,京王閣,5,7-1-2,6670,11,5-3-1,0.0003,100,0,0,1900,,FALSE,TRUE,75.4
22,外れ,2720260203030008,2026-02-05,京王閣,5,7-1-2,6670,12,5-1-3,0.0002,100,0,0,1900,,FALSE,TRUE,75.4
23,的中,3120260204020009,2026-02-05,松戸,7,7-6-4,20010,1,7-2-4,11.4648,1000,0,0,1900,18110,FALSE,TRUE,75.5
23,的中,3120260204020009,2026-02-05,松戸,7,7-6-4,20010,2,7-4-2,0.2033,100,0,0,1900,,FALSE,TRUE,75.5
23,的中,3120260204020009,2026-02-05,松戸,7,7-6-4,20010,3,7-2-3,0.5149,100,0,0,1900,,FALSE,TRUE,75.5
23,的中,3120260204020009,2026-02-05,松戸,7,7-6-4,20010,4,7-4-1,0.0008,100,0,0,1900,,FALSE,TRUE,75.5
23,的中,3120260204020009,2026-02-05,松戸,7,7-6-4,20010,5,7-4-3,0.0001,100,0,0,1900,,FALSE,TRUE,75.5
23,的中,3120260204020009,2026-02-05,松戸,7,7-6-4,20010,6,7-3-4,0.0003,100,0,0,1900,,FALSE,TRUE,75.5
23,的中,3120260204020009,2026-02-05,松戸,7,7-6-4,20010,7,7-4-5,0.0001,100,0,0,1900,,FALSE,TRUE,75.5
23,的中,3120260204020009,2026-02-05,松戸,7,7-6-4,20010,8,7-2-6,0.0002,100,0,0,1900,,FALSE,TRUE,75.5
23,的中,3120260204020009,2026-02-05,松戸,7,7-6-4,20010,9,7-4-6,0,100,0,0,1900,,FALSE,TRUE,75.5
23,的中,3120260204020009,2026-02-05,松戸,7,7-6-4,20010,10,7-6-4,0,100,1,20010,1900,,FALSE,TRUE,75.5
24,外れ,2820260209010006,2026-02-09,立川,7,5-1-4,4780,1,7-2-5,56.6179,1200,0,0,2600,-2600,FALSE,FALSE,73.1
24,外れ,2820260209010006,2026-02-09,立川,7,5-1-4,4780,2,7-5-2,16.0049,200,0,0,2600,,FALSE,FALSE,73.1
24,外れ,2820260209010006,2026-02-09,立川,7,5-1-4,4780,3,7-2-1,2.8774,100,0,0,2600,,FALSE,FALSE,73.1
24,外れ,2820260209010006,2026-02-09,立川,7,5-1-4,4780,4,7-1-2,0.2812,100,0,0,2600,,FALSE,FALSE,73.1
24,外れ,2820260209010006,2026-02-09,立川,7,5-1-4,4780,5,7-5-1,0.1777,100,0,0,2600,,FALSE,FALSE,73.1
24,外れ,2820260209010006,2026-02-09,立川,7,5-1-4,4780,6,7-1-5,0.0527,100,0,0,2600,,FALSE,FALSE,73.1
24,外れ,2820260209010006,2026-02-09,立川,7,5-1-4,4780,7,7-5-6,0.2587,100,0,0,2600,,FALSE,FALSE,73.1
24,外れ,2820260209010006,2026-02-09,立川,7,5-1-4,4780,8,7-5-4,0.1199,100,0,0,2600,,FALSE,FALSE,73.1
24,外れ,2820260209010006,2026-02-09,立川,7,5-1-4,4780,9,7-4-5,0.1643,100,0,0,2600,,FALSE,FALSE,73.1
24,外れ,2820260209010006,2026-02-09,立川,7,5-1-4,4780,10,7-1-6,0.0021,100,0,0,2600,,FALSE,FALSE,73.1
24,外れ,2820260209010006,2026-02-09,立川,7,5-1-4,4780,11,7-1-4,0.0003,100,0,0,2600,,FALSE,FALSE,73.1
24,外れ,2820260209010006,2026-02-09,立川,7,5-1-4,4780,12,7-4-1,0.0025,100,0,0,2600,,FALSE,FALSE,73.1
24,外れ,2820260209010006,2026-02-09,立川,7,5-1-4,4780,13,7-5-3,0.0016,100,0,0,2600,,FALSE,FALSE,73.1
24,外れ,2820260209010006,2026-02-09,立川,7,5-1-4,4780,14,7-1-3,0,100,0,0,2600,,FALSE,FALSE,73.1
25,的中,2820260209010009,2026-02-09,立川,2,2-5-7,940,1,2-3-7,85.4274,1400,0,0,2700,-1760,FALSE,FALSE,78.7
25,的中,2820260209010009,2026-02-09,立川,2,2-5-7,940,2,2-3-4,0.6097,100,0,0,2700,,FALSE,FALSE,78.7
25,的中,2820260209010009,2026-02-09,立川,2,2-5-7,940,3,2-3-5,0.2134,100,0,0,2700,,FALSE,FALSE,78.7
25,的中,2820260209010009,2026-02-09,立川,2,2-5-7,940,4,2-7-3,0.0089,100,0,0,2700,,FALSE,FALSE,78.7
25,的中,2820260209010009,2026-02-09,立川,2,2-5-7,940,5,2-4-3,0.0001,100,0,0,2700,,FALSE,FALSE,78.7
25,的中,2820260209010009,2026-02-09,立川,2,2-5-7,940,6,2-5-3,0,100,0,0,2700,,FALSE,FALSE,78.7
25,的中,2820260209010009,2026-02-09,立川,2,2-5-7,940,7,2-7-4,0,100,0,0,2700,,FALSE,FALSE,78.7
25,的中,2820260209010009,2026-02-09,立川,2,2-5-7,940,8,2-4-7,0,100,0,0,2700,,FALSE,FALSE,78.7
25,的中,2820260209010009,2026-02-09,立川,2,2-5-7,940,9,2-7-5,0,100,0,0,2700,,FALSE,FALSE,78.7
25,的中,2820260209010009,2026-02-09,立川,2,2-5-7,940,10,2-5-7,0,100,1,940,2700,,FALSE,FALSE,78.7
25,的中,2820260209010009,2026-02-09,立川,2,2-5-7,940,11,2-5-1,0,100,0,0,2700,,FALSE,FALSE,78.7
25,的中,2820260209010009,2026-02-09,立川,2,2-5-7,940,12,2-4-5,0,100,0,0,2700,,FALSE,FALSE,78.7
25,的中,2820260209010009,2026-02-09,立川,2,2-5-7,940,13,2-5-4,0,100,0,0,2700,,FALSE,FALSE,78.7
25,的中,2820260209010009,2026-02-09,立川,2,2-5-7,940,14,2-5-6,0,100,0,0,2700,,FALSE,FALSE,78.7
26,的中,2820260209010011,2026-02-09,立川,5,5-2-4,2830,1,5-2-6,17.4919,900,0,0,2600,230,FALSE,TRUE,89.8
26,的中,2820260209010011,2026-02-09,立川,5,5-2-4,2830,2,5-6-2,11.3422,500,0,0,2600,,FALSE,TRUE,89.8
26,的中,2820260209010011,2026-02-09,立川,5,5-2-4,2830,3,5-2-7,0.0016,100,0,0,2600,,FALSE,TRUE,89.8
26,的中,2820260209010011,2026-02-09,立川,5,5-2-4,2830,4,5-7-2,0.004,100,0,0,2600,,FALSE,TRUE,89.8
26,的中,2820260209010011,2026-02-09,立川,5,5-2-4,2830,5,5-2-3,0.0011,100,0,0,2600,,FALSE,TRUE,89.8
26,的中,2820260209010011,2026-02-09,立川,5,5-2-4,2830,6,5-6-7,0.0042,100,0,0,2600,,FALSE,TRUE,89.8
26,的中,2820260209010011,2026-02-09,立川,5,5-2-4,2830,7,5-7-6,0.0059,100,0,0,2600,,FALSE,TRUE,89.8
26,的中,2820260209010011,2026-02-09,立川,5,5-2-4,2830,8,5-2-1,0.0001,100,0,0,2600,,FALSE,TRUE,89.8
26,的中,2820260209010011,2026-02-09,立川,5,5-2-4,2830,9,5-2-4,0.0002,100,1,2830,2600,,FALSE,TRUE,89.8
26,的中,2820260209010011,2026-02-09,立川,5,5-2-4,2830,10,5-3-2,0.0008,100,0,0,2600,,FALSE,TRUE,89.8
26,的中,2820260209010011,2026-02-09,立川,5,5-2-4,2830,11,5-1-2,0,100,0,0,2600,,FALSE,TRUE,89.8
26,的中,2820260209010011,2026-02-09,立川,5,5-2-4,2830,12,5-4-2,0.0002,100,0,0,2600,,FALSE,TRUE,89.8
26,的中,2820260209010011,2026-02-09,立川,5,5-2-4,2830,13,5-6-3,0.0003,100,0,0,2600,,FALSE,TRUE,89.8
26,的中,2820260209010011,2026-02-09,立川,5,5-2-4,2830,14,5-3-6,0.0003,100,0,0,2600,,FALSE,TRUE,89.8
27,外れ,2820260209010012,2026-02-09,立川,3,7-5-4,3860,1,3-7-2,40.8048,400,0,0,1000,-1000,FALSE,TRUE,91.1
27,外れ,2820260209010012,2026-02-09,立川,3,7-5-4,3860,2,3-2-7,37.5809,200,0,0,1000,,FALSE,TRUE,91.1
27,外れ,2820260209010012,2026-02-09,立川,3,7-5-4,3860,3,3-7-5,0.3361,100,0,0,1000,,FALSE,TRUE,91.1
27,外れ,2820260209010012,2026-02-09,立川,3,7-5-4,3860,4,3-7-4,0.0343,100,0,0,1000,,FALSE,TRUE,91.1
27,外れ,2820260209010012,2026-02-09,立川,3,7-5-4,3860,5,3-4-7,0.0177,100,0,0,1000,,FALSE,TRUE,91.1
27,外れ,2820260209010012,2026-02-09,立川,3,7-5-4,3860,6,3-4-2,0.0076,100,0,0,1000,,FALSE,TRUE,91.1
28,外れ,3520260209010010,2026-02-09,平塚,2,5-1-2,9240,1,2-5-7,1.7964,900,0,0,1700,-1700,FALSE,FALSE,72.5
28,外れ,3520260209010010,2026-02-09,平塚,2,5-1-2,9240,2,2-5-3,0.0096,100,0,0,1700,,FALSE,FALSE,72.5
28,外れ,3520260209010010,2026-02-09,平塚,2,5-1-2,9240,3,2-3-5,0.0268,100,0,0,1700,,FALSE,FALSE,72.5
28,外れ,3520260209010010,2026-02-09,平塚,2,5-1-2,9240,4,2-5-4,0.0023,100,0,0,1700,,FALSE,FALSE,72.5
28,外れ,3520260209010010,2026-02-09,平塚,2,5-1-2,9240,5,2-4-5,0.0033,100,0,0,1700,,FALSE,FALSE,72.5
28,外れ,3520260209010010,2026-02-09,平塚,2,5-1-2,9240,6,2-5-1,0.0021,100,0,0,1700,,FALSE,FALSE,72.5
28,外れ,3520260209010010,2026-02-09,平塚,2,5-1-2,9240,7,2-4-3,0.0032,100,0,0,1700,,FALSE,FALSE,72.5
28,外れ,3520260209010010,2026-02-09,平塚,2,5-1-2,9240,8,2-4-1,0.0006,100,0,0,1700,,FALSE,FALSE,72.5
28,外れ,3520260209010010,2026-02-09,平塚,2,5-1-2,9240,9,2-5-6,0,100,0,0,1700,,FALSE,FALSE,72.5
29,的中,2820260209020006,2026-02-10,立川,4,4-1-2,5560,1,4-6-1,0.2888,1100,0,0,2100,3460,FALSE,TRUE,72.1
29,的中,2820260209020006,2026-02-10,立川,4,4-1-2,5560,2,4-1-6,0.0001,100,0,0,2100,,FALSE,TRUE,72.1
29,的中,2820260209020006,2026-02-10,立川,4,4-1-2,5560,3,4-2-1,0,100,0,0,2100,,FALSE,TRUE,72.1
29,的中,2820260209020006,2026-02-10,立川,4,4-1-2,5560,4,4-1-2,0,100,1,5560,2100,,FALSE,TRUE,72.1
29,的中,2820260209020006,2026-02-10,立川,4,4-1-2,5560,5,4-2-5,0,100,0,0,2100,,FALSE,TRUE,72.1
29,的中,2820260209020006,2026-02-10,立川,4,4-1-2,5560,6,4-5-2,0,100,0,0,2100,,FALSE,TRUE,72.1
29,的中,2820260209020006,2026-02-10,立川,4,4-1-2,5560,7,4-2-3,0,100,0,0,2100,,FALSE,TRUE,72.1
29,的中,2820260209020006,2026-02-10,立川,4,4-1-2,5560,8,4-1-5,0,100,0,0,2100,,FALSE,TRUE,72.1
29,的中,2820260209020006,2026-02-10,立川,4,4-1-2,5560,9,4-5-1,0,100,0,0,2100,,FALSE,TRUE,72.1
29,的中,2820260209020006,2026-02-10,立川,4,4-1-2,5560,10,4-1-3,0,100,0,0,2100,,FALSE,TRUE,72.1
29,的中,2820260209020006,2026-02-10,立川,4,4-1-2,5560,11,4-5-3,0,100,0,0,2100,,FALSE,TRUE,72.1
30,外れ,2820260209020007,2026-02-10,立川,5,2-6-3,6170,1,5-3-2,101.9686,200,0,0,300,-300,FALSE,FALSE,70
30,外れ,2820260209020007,2026-02-10,立川,5,2-6-3,6170,2,5-2-3,46.77,100,0,0,300,,FALSE,FALSE,70
31,外れ,7420260210010008,2026-02-10,高知,4,7-2-3,2300,1,4-2-7,9.4298,1200,0,0,2400,-2400,FALSE,TRUE,84.8
31,外れ,7420260210010008,2026-02-10,高知,4,7-2-3,2300,2,4-2-3,0.9844,100,0,0,2400,,FALSE,TRUE,84.8
31,外れ,7420260210010008,2026-02-10,高知,4,7-2-3,2300,3,4-7-2,0,100,0,0,2400,,FALSE,TRUE,84.8
31,外れ,7420260210010008,2026-02-10,高知,4,7-2-3,2300,4,4-3-2,0,100,0,0,2400,,FALSE,TRUE,84.8
31,外れ,7420260210010008,2026-02-10,高知,4,7-2-3,2300,5,4-1-7,0,100,0,0,2400,,FALSE,TRUE,84.8
31,外れ,7420260210010008,2026-02-10,高知,4,7-2-3,2300,6,4-7-1,0,100,0,0,2400,,FALSE,TRUE,84.8
31,外れ,7420260210010008,2026-02-10,高知,4,7-2-3,2300,7,4-7-3,0,100,0,0,2400,,FALSE,TRUE,84.8
31,外れ,7420260210010008,2026-02-10,高知,4,7-2-3,2300,8,4-3-7,0,100,0,0,2400,,FALSE,TRUE,84.8
31,外れ,7420260210010008,2026-02-10,高知,4,7-2-3,2300,9,4-7-5,0,100,0,0,2400,,FALSE,TRUE,84.8
31,外れ,7420260210010008,2026-02-10,高知,4,7-2-3,2300,10,4-1-6,0,100,0,0,2400,,FALSE,TRUE,84.8
31,外れ,7420260210010008,2026-02-10,高知,4,7-2-3,2300,11,4-7-6,0,100,0,0,2400,,FALSE,TRUE,84.8
31,外れ,7420260210010008,2026-02-10,高知,4,7-2-3,2300,12,4-6-7,0,100,0,0,2400,,FALSE,TRUE,84.8
31,外れ,7420260210010008,2026-02-10,高知,4,7-2-3,2300,13,4-3-5,0,100,0,0,2400,,FALSE,TRUE,84.8
32,外れ,7420260210010010,2026-02-10,高知,7,1-7-4,310,1,7-1-3,21.6035,1200,0,0,2400,-2400,FALSE,TRUE,84.4
32,外れ,7420260210010010,2026-02-10,高知,7,1-7-4,310,2,7-3-1,2.5717,100,0,0,2400,,FALSE,TRUE,84.4
32,外れ,7420260210010010,2026-02-10,高知,7,1-7-4,310,3,7-1-5,0.0098,100,0,0,2400,,FALSE,TRUE,84.4
32,外れ,7420260210010010,2026-02-10,高知,7,1-7-4,310,4,7-1-2,0.0001,100,0,0,2400,,FALSE,TRUE,84.4
32,外れ,7420260210010010,2026-02-10,高知,7,1-7-4,310,5,7-5-1,0.0007,100,0,0,2400,,FALSE,TRUE,84.4
32,外れ,7420260210010010,2026-02-10,高知,7,1-7-4,310,6,7-1-4,0,100,0,0,2400,,FALSE,TRUE,84.4
32,外れ,7420260210010010,2026-02-10,高知,7,1-7-4,310,7,7-2-1,0,100,0,0,2400,,FALSE,TRUE,84.4
32,外れ,7420260210010010,2026-02-10,高知,7,1-7-4,310,8,7-3-5,0,100,0,0,2400,,FALSE,TRUE,84.4
32,外れ,7420260210010010,2026-02-10,高知,7,1-7-4,310,9,7-5-3,0,100,0,0,2400,,FALSE,TRUE,84.4
32,外れ,7420260210010010,2026-02-10,高知,7,1-7-4,310,10,7-4-1,0,100,0,0,2400,,FALSE,TRUE,84.4
32,外れ,7420260210010010,2026-02-10,高知,7,1-7-4,310,11,7-1-6,0,100,0,0,2400,,FALSE,TRUE,84.4
32,外れ,7420260210010010,2026-02-10,高知,7,1-7-4,310,12,7-2-4,0,100,0,0,2400,,FALSE,TRUE,84.4
32,外れ,7420260210010010,2026-02-10,高知,7,1-7-4,310,13,7-4-2,0,100,0,0,2400,,FALSE,TRUE,84.4
33,外れ,2820260209030006,2026-02-11,立川,5,4-5-3,6160,1,5-4-3,37.0104,1200,0,0,2600,-2600,FALSE,FALSE,73.5
33,外れ,2820260209030006,2026-02-11,立川,5,4-5-3,6160,2,5-4-2,9.9059,200,0,0,2600,,FALSE,FALSE,73.5
33,外れ,2820260209030006,2026-02-11,立川,5,4-5-3,6160,3,5-4-1,1.2285,100,0,0,2600,,FALSE,FALSE,73.5
33,外れ,2820260209030006,2026-02-11,立川,5,4-5-3,6160,4,5-3-4,0.247,100,0,0,2600,,FALSE,FALSE,73.5
33,外れ,2820260209030006,2026-02-11,立川,5,4-5-3,6160,5,5-2-4,0.2465,100,0,0,2600,,FALSE,FALSE,73.5
33,外れ,2820260209030006,2026-02-11,立川,5,4-5-3,6160,6,5-1-4,0.0246,100,0,0,2600,,FALSE,FALSE,73.5
33,外れ,2820260209030006,2026-02-11,立川,5,4-5-3,6160,7,5-3-2,0.0006,100,0,0,2600,,FALSE,FALSE,73.5
33,外れ,2820260209030006,2026-02-11,立川,5,4-5-3,6160,8,5-2-3,0.0022,100,0,0,2600,,FALSE,FALSE,73.5
33,外れ,2820260209030006,2026-02-11,立川,5,4-5-3,6160,9,5-3-1,0,100,0,0,2600,,FALSE,FALSE,73.5
33,外れ,2820260209030006,2026-02-11,立川,5,4-5-3,6160,10,5-1-3,0.0002,100,0,0,2600,,FALSE,FALSE,73.5
33,外れ,2820260209030006,2026-02-11,立川,5,4-5-3,6160,11,5-2-1,0.0001,100,0,0,2600,,FALSE,FALSE,73.5
33,外れ,2820260209030006,2026-02-11,立川,5,4-5-3,6160,12,5-1-2,0.0001,100,0,0,2600,,FALSE,FALSE,73.5
33,外れ,2820260209030006,2026-02-11,立川,5,4-5-3,6160,13,5-3-6,0,100,0,0,2600,,FALSE,FALSE,73.5
33,外れ,2820260209030006,2026-02-11,立川,5,4-5-3,6160,14,5-6-3,0,100,0,0,2600,,FALSE,FALSE,73.5
34,外れ,2820260209030007,2026-02-11,立川,2,4-1-7,8950,1,2-3-5,18.2984,1400,0,0,2700,-2700,FALSE,FALSE,79.8
34,外れ,2820260209030007,2026-02-11,立川,2,4-1-7,8950,2,2-5-3,1.4497,100,0,0,2700,,FALSE,FALSE,79.8
34,外れ,2820260209030007,2026-02-11,立川,2,4-1-7,8950,3,2-3-6,0.6734,100,0,0,2700,,FALSE,FALSE,79.8
34,外れ,2820260209030007,2026-02-11,立川,2,4-1-7,8950,4,2-3-1,0.3778,100,0,0,2700,,FALSE,FALSE,79.8
34,外れ,2820260209030007,2026-02-11,立川,2,4-1-7,8950,5,2-3-7,0.9354,100,0,0,2700,,FALSE,FALSE,79.8
34,外れ,2820260209030007,2026-02-11,立川,2,4-1-7,8950,6,2-6-3,0.1485,100,0,0,2700,,FALSE,FALSE,79.8
34,外れ,2820260209030007,2026-02-11,立川,2,4-1-7,8950,7,2-1-3,0.0513,100,0,0,2700,,FALSE,FALSE,79.8
34,外れ,2820260209030007,2026-02-11,立川,2,4-1-7,8950,8,2-5-6,0.0181,100,0,0,2700,,FALSE,FALSE,79.8
34,外れ,2820260209030007,2026-02-11,立川,2,4-1-7,8950,9,2-6-5,0.0324,100,0,0,2700,,FALSE,FALSE,79.8
34,外れ,2820260209030007,2026-02-11,立川,2,4-1-7,8950,10,2-5-1,0.0033,100,0,0,2700,,FALSE,FALSE,79.8
34,外れ,2820260209030007,2026-02-11,立川,2,4-1-7,8950,11,2-1-5,0.0063,100,0,0,2700,,FALSE,FALSE,79.8
34,外れ,2820260209030007,2026-02-11,立川,2,4-1-7,8950,12,2-5-7,0.0119,100,0,0,2700,,FALSE,FALSE,79.8
34,外れ,2820260209030007,2026-02-11,立川,2,4-1-7,8950,13,2-3-4,0.0126,100,0,0,2700,,FALSE,FALSE,79.8
34,外れ,2820260209030007,2026-02-11,立川,2,4-1-7,8950,14,2-6-1,0.0007,100,0,0,2700,,FALSE,FALSE,79.8
35,外れ,3520260209030006,2026-02-11,平塚,4,5-2-3,9560,1,4-5-2,0.0586,500,0,0,1300,-1300,FALSE,TRUE,73
35,外れ,3520260209030006,2026-02-11,平塚,4,5-2-3,9560,2,4-2-5,0.0259,200,0,0,1300,,FALSE,TRUE,73
35,外れ,3520260209030006,2026-02-11,平塚,4,5-2-3,9560,3,4-2-7,0.0155,100,0,0,1300,,FALSE,TRUE,73
35,外れ,3520260209030006,2026-02-11,平塚,4,5-2-3,9560,4,4-5-1,0.0006,100,0,0,1300,,FALSE,TRUE,73
35,外れ,3520260209030006,2026-02-11,平塚,4,5-2-3,9560,5,4-2-3,0.001,100,0,0,1300,,FALSE,TRUE,73
35,外れ,3520260209030006,2026-02-11,平塚,4,5-2-3,9560,6,4-1-5,0.0002,100,0,0,1300,,FALSE,TRUE,73
35,外れ,3520260209030006,2026-02-11,平塚,4,5-2-3,9560,7,4-2-1,0,100,0,0,1300,,FALSE,TRUE,73
35,外れ,3520260209030006,2026-02-11,平塚,4,5-2-3,9560,8,4-1-2,0,100,0,0,1300,,FALSE,TRUE,73
36,外れ,7420260210020009,2026-02-11,高知,3,2-6-3,18410,1,3-2-7,20.3973,1100,0,0,2500,-2500,FALSE,TRUE,75.8
36,外れ,7420260210020009,2026-02-11,高知,3,2-6-3,18410,2,3-2-1,1.9592,100,0,0,2500,,FALSE,TRUE,75.8
36,外れ,7420260210020009,2026-02-11,高知,3,2-6-3,18410,3,3-2-4,4.1123,200,0,0,2500,,FALSE,TRUE,75.8
36,外れ,7420260210020009,2026-02-11,高知,3,2-6-3,18410,4,3-2-6,0.4801,100,0,0,2500,,FALSE,TRUE,75.8
36,外れ,7420260210020009,2026-02-11,高知,3,2-6-3,18410,5,3-2-5,0.1892,100,0,0,2500,,FALSE,TRUE,75.8
36,外れ,7420260210020009,2026-02-11,高知,3,2-6-3,18410,6,3-7-2,0.083,100,0,0,2500,,FALSE,TRUE,75.8
36,外れ,7420260210020009,2026-02-11,高知,3,2-6-3,18410,7,3-1-2,0.0292,100,0,0,2500,,FALSE,TRUE,75.8
36,外れ,7420260210020009,2026-02-11,高知,3,2-6-3,18410,8,3-4-2,0.0921,100,0,0,2500,,FALSE,TRUE,75.8
36,外れ,7420260210020009,2026-02-11,高知,3,2-6-3,18410,9,3-6-2,0.0046,100,0,0,2500,,FALSE,TRUE,75.8
36,外れ,7420260210020009,2026-02-11,高知,3,2-6-3,18410,10,3-5-2,0.0075,100,0,0,2500,,FALSE,TRUE,75.8
36,外れ,7420260210020009,2026-02-11,高知,3,2-6-3,18410,11,3-7-1,0.0001,100,0,0,2500,,FALSE,TRUE,75.8
36,外れ,7420260210020009,2026-02-11,高知,3,2-6-3,18410,12,3-1-7,0.0002,100,0,0,2500,,FALSE,TRUE,75.8
36,外れ,7420260210020009,2026-02-11,高知,3,2-6-3,18410,13,3-7-4,0.0001,100,0,0,2500,,FALSE,TRUE,75.8
