的中No,race_id,日付,venue,決着,決着オッズ,買い目順位,組み合わせ,EV,配分(円),的中フラグ,回収(円),総投資(円)
23,"=""8720260220030009""","=""2026-02-22""",熊本,"=""2-1-9""",9480.0,4,"=""9-1-2""",2.5281,100,0,0,1100
23,"=""8720260220030009""","=""2026-02-22""",熊本,"=""2-1-9""",9480.0,5,"=""9-2-1""",1.7613,100,0,0,1100
23,"=""8720260220030009""","=""2026-02-22""",熊本,"=""2-1-9""",9480.0,6,"=""2-9-1""",1.6499,100,0,0,1100
23,"=""8720260220030009""","=""2026-02-22""",熊本,"=""2-1-9""",9480.0,7,"=""9-1-8""",1.4681,100,0,0,1100
24,"=""8620260224020003""","=""2026-02-24""",別府,"=""1-7-2""",1240.0,1,"=""2-7-1""",6.8595,900,0,0,2200
24,"=""8620260224020003""","=""2026-02-24""",別府,"=""1-7-2""",1240.0,2,"=""7-2-1""",4.962,200,0,0,2200
24,"=""8620260224020003""","=""2026-02-24""",別府,"=""1-7-2""",1240.0,3,"=""2-1-7""",3.3654,100,0,0,2200
24,"=""8620260224020003""","=""2026-02-24""",別府,"=""1-7-2""",1240.0,4,"=""7-3-2""",2.5653,100,0,0,2200
24,"=""8620260224020003""","=""2026-02-24""",別府,"=""1-7-2""",1240.0,5,"=""7-3-1""",2.2502,100,0,0,2200
24,"=""8620260224020003""","=""2026-02-24""",別府,"=""1-7-2""",1240.0,6,"=""7-1-2""",2.0449,100,0,0,2200
24,"=""8620260224020003""","=""2026-02-24""",別府,"=""1-7-2""",1240.0,7,"=""7-1-3""",1.7804,100,0,0,2200
24,"=""8620260224020003""","=""2026-02-24""",別府,"=""1-7-2""",1240.0,8,"=""1-2-7""",1.742,100,0,0,2200
24,"=""8620260224020003""","=""2026-02-24""",別府,"=""1-7-2""",1240.0,9,"=""1-7-3""",1.4595,100,0,0,2200
24,"=""8620260224020003""","=""2026-02-24""",別府,"=""1-7-2""",1240.0,10,"=""3-7-2""",1.2728,100,0,0,2200
24,"=""8620260224020003""","=""2026-02-24""",別府,"=""1-7-2""",1240.0,11,"=""3-7-1""",1.2027,100,0,0,2200
24,"=""8620260224020003""","=""2026-02-24""",別府,"=""1-7-2""",1240.0,12,"=""1-7-2""",1.1998,100,1,1240,2200
24,"=""8620260224020003""","=""2026-02-24""",別府,"=""1-7-2""",1240.0,13,"=""7-2-4""",1.06,100,0,0,2200
25,"=""8620260224020007""","=""2026-02-24""",別府,"=""3-5-4""",2930.0,1,"=""5-3-4""",2.7299,800,0,0,2100
25,"=""8620260224020007""","=""2026-02-24""",別府,"=""3-5-4""",2930.0,2,"=""3-5-4""",2.4259,100,1,2930,2100
25,"=""8620260224020007""","=""2026-02-24""",別府,"=""3-5-4""",2930.0,3,"=""3-5-7""",2.3348,100,0,0,2100
25,"=""8620260224020007""","=""2026-02-24""",別府,"=""3-5-4""",2930.0,4,"=""3-4-1""",2.3086,100,0,0,2100
25,"=""8620260224020007""","=""2026-02-24""",別府,"=""3-5-4""",2930.0,5,"=""3-4-5""",2.0927,100,0,0,2100
25,"=""8620260224020007""","=""2026-02-24""",別府,"=""3-5-4""",2930.0,6,"=""5-3-6""",1.9518,100,0,0,2100
25,"=""8620260224020007""","=""2026-02-24""",別府,"=""3-5-4""",2930.0,7,"=""6-3-4""",1.9316,100,0,0,2100
25,"=""8620260224020007""","=""2026-02-24""",別府,"=""3-5-4""",2930.0,8,"=""3-7-5""",1.8058,100,0,0,2100
25,"=""8620260224020007""","=""2026-02-24""",別府,"=""3-5-4""",2930.0,9,"=""3-5-6""",1.6363,100,0,0,2100
25,"=""8620260224020007""","=""2026-02-24""",別府,"=""3-5-4""",2930.0,10,"=""5-4-3""",1.5039,100,0,0,2100
25,"=""8620260224020007""","=""2026-02-24""",別府,"=""3-5-4""",2930.0,11,"=""3-6-5""",1.3446,100,0,0,2100
25,"=""8620260224020007""","=""2026-02-24""",別府,"=""3-5-4""",2930.0,12,"=""3-5-2""",1.3159,100,0,0,2100
25,"=""8620260224020007""","=""2026-02-24""",別府,"=""3-5-4""",2930.0,13,"=""7-3-4""",1.2387,100,0,0,2100
25,"=""8620260224020007""","=""2026-02-24""",別府,"=""3-5-4""",2930.0,14,"=""2-3-4""",1.2298,100,0,0,2100
